	Security	Holder	Weight
7898	RHI UN Equity	Magnetar Financial LLC	0.0005
7899	RHI UN Equity	Teza Capital Management LLC	0.0011
7900	RHI UN Equity	Corient Private Wealth LLC	0.0000
7901	RJF UN Equity	Citadel Advisors LLC	0.0016
7902	RJF UN Equity	Palisade Capital Management LLC	0.0166
7903	RJF UN Equity	MARSHALL WACE	0.0000
7904	RJF UN Equity	Davis Asset Management LP	0.0186
7905	RJF UN Equity	Adage Capital Management LP	0.0000
7906	RJF UN Equity	PB Investment Partners LP	0.1113
7907	RJF UN Equity	AQR Capital Management LLC	0.0003
7908	RJF UN Equity	Basswood Capital Management LLC	0.0079
7909	RJF UN Equity	Frontier Capital Management Co LLC	0.0010
7910	RJF UN Equity	Invenomic Capital Management LP	0.0028
7911	RJF UN Equity	Chilton Investment Co LLC	0.0011
7912	RJF UN Equity	Schonfeld Strategic Advisors LLC	0.0003
7913	RJF UN Equity	Corient Private Wealth LLC	0.0001
7914	RJF UN Equity	Millennium Management LLC/NY	0.0000
7915	RJF UN Equity	GYL Financial Synergies LLC	0.0020
7916	RJF UN Equity	Gotham Asset Management LLC	0.0004
7917	RJF UN Equity	DE Shaw & Co LP	0.0000
7918	RJF UN Equity	Skylands Capital LLC	0.0024
7919	RJF UN Equity	Redwood Investment Management LLC	0.0017
7920	RJF UN Equity	White Pine Capital LLC	0.0058
7921	RL UN Equity	Arrowstreet Capital LP	0.0017
7922	RL UN Equity	Citadel Advisors LLC	0.0011
7923	RL UN Equity	Alyeska Investment Group LP	0.0042
7924	RL UN Equity	Atlantic Investment Management Inc	0.1184
7925	RL UN Equity	ExodusPoint Capital Management LP	0.0017
7926	RL UN Equity	Renaissance Technologies LLC	0.0002
7927	RL UN Equity	AQR Capital Management LLC	0.0003
7928	RL UN Equity	Two Sigma Investments LP	0.0000
7929	RL UN Equity	Holocene Advisors LP	0.0004
7930	RL UN Equity	Capital Fund Management SA	0.0009
7931	RL UN Equity	Squarepoint Ops LLC	0.0003
7932	RL UN Equity	Tabor Asset Management LP	0.0242
7933	RL UN Equity	Gotham Asset Management LLC	0.0009
7934	RL UN Equity	MARSHALL WACE	0.0000
7935	RL UN Equity	Woodline Partners LP	0.0005
7936	RL UN Equity	Twin Tree Management LP	0.0005
7937	RL UN Equity	DE Shaw & Co LP	0.0000
7938	RL UN Equity	Hook Mill Capital Partners LP	0.0103
7939	RL UN Equity	Peak6 Group LLC	0.0013
7940	RL UN Equity	Bayesian Capital Management LP	0.0016
7941	RMD UN Equity	Citadel Advisors LLC	0.0046
7942	RMD UN Equity	Point72 Asset Management LP	0.0000
7943	RMD UN Equity	Millennium Management LLC/NY	0.0015
7944	RMD UN Equity	Holocene Advisors LP	0.0042
7945	RMD UN Equity	Renaissance Technologies LLC	0.0012
7946	RMD UN Equity	MARSHALL WACE	0.0000
7947	RMD UN Equity	Two Sigma Investments LP	0.0000
7948	RMD UN Equity	Cubist Systematic Strategies LLC	0.0054
7949	RMD UN Equity	Adage Capital Management LP	0.0000
7950	RMD UN Equity	DE Shaw & Co LP	0.0000
7951	RMD UN Equity	Frontier Capital Management Co LLC	0.0040
7952	RMD UN Equity	Bridgewater Associates LP	0.0023
7953	RMD UN Equity	Washington Trust Advisors Inc	0.0196
7954	RMD UN Equity	Squarepoint Ops LLC	0.0014
7955	RMD UN Equity	Arrowstreet Capital LP	0.0003
7956	RMD UN Equity	TwinBeech Capital LP	0.0047
7957	RMD UN Equity	AQR Capital Management LLC	0.0004
7958	RMD UN Equity	ExodusPoint Capital Management LP	0.0022
7959	RMD UN Equity	Capital Fund Management SA	0.0023
7960	RMD UN Equity	Azimuth Capital Investment Managem	0.0068
7961	ROK UN Equity	Corient Private Wealth LLC	0.0011
7962	ROK UN Equity	Citadel Advisors LLC	0.0005
7963	ROK UN Equity	Tocqueville Asset Management LP	0.0048
7964	ROK UN Equity	Williams Jones Wealth Management L	0.0032
7965	ROK UN Equity	Adage Capital Management LP	0.0000
7966	ROK UN Equity	Millennium Management LLC/NY	0.0002
7967	ROK UN Equity	Sandler Capital Management	0.0205
7968	ROK UN Equity	LMCG Investments LLC	0.0103
7969	ROK UN Equity	Squarepoint Ops LLC	0.0008
7970	ROK UN Equity	ExodusPoint Capital Management LP	0.0017
7971	ROK UN Equity	Scopus Asset Management LP	0.0046
7972	ROK UN Equity	Azimuth Capital Investment Managem	0.0043
7973	ROK UN Equity	AQR Capital Management LLC	0.0001
7974	ROK UN Equity	IEQ Capital LLC	0.0010
7975	ROK UN Equity	Gotham Asset Management LLC	0.0010
7976	ROK UN Equity	Moore Capital Management LP	0.0010
7977	ROK UN Equity	Edge Capital Group LLC	0.0023
7978	ROK UN Equity	PDT Partners LLC	0.0048
7979	ROK UN Equity	Occudo Quantitative Strategies LP	0.0033
7980	ROK UN Equity	DE Shaw & Co LP	0.0000
7981	ROL UN Equity	Select Equity Group LP	0.0183
7982	ROL UN Equity	Millennium Management LLC/NY	0.0010
7983	ROL UN Equity	Renaissance Technologies LLC	0.0013
7984	ROL UN Equity	AQR Capital Management LLC	0.0012
7985	ROL UN Equity	Citadel Advisors LLC	0.0004
7986	ROL UN Equity	DE Shaw & Co LP	0.0000
7987	ROL UN Equity	Williams Jones Wealth Management L	0.0033
7988	ROL UN Equity	Point72 Asset Management LP	0.0000
7989	ROL UN Equity	Two Sigma Investments LP	0.0000
7990	ROL UN Equity	Cubist Systematic Strategies LLC	0.0018
7991	ROL UN Equity	Corient Private Wealth LLC	0.0003
7992	ROL UN Equity	Squarepoint Ops LLC	0.0006
7993	ROL UN Equity	Adage Capital Management LP	0.0000
7994	ROL UN Equity	Alpine Peaks Capital LP	0.0660
7995	ROL UN Equity	Tudor Investment Corp	0.0014
7996	ROL UN Equity	Summit Global Investments LLC	0.0026
7997	ROL UN Equity	Occudo Quantitative Strategies LP	0.0038
7998	ROL UN Equity	HBK Investments LP	0.0047
7999	ROL UN Equity	NewEdge Wealth LLC	0.0007
8000	ROL UN Equity	Southeast Asset Advisors Inc	0.0030
8001	ROP UW Equity	Akre Capital Management LLC	0.0662
8002	ROP UW Equity	Corient Private Wealth LLC	0.0072
8003	ROP UW Equity	Echo Street Capital Management LLC	0.0108
8004	ROP UW Equity	Williams Jones Wealth Management L	0.0161
8005	ROP UW Equity	AQR Capital Management LLC	0.0020
8006	ROP UW Equity	Waratah Capital Advisors Ltd	0.0344
8007	ROP UW Equity	Renaissance Technologies LLC	0.0008
8008	ROP UW Equity	Arrowstreet Capital LP	0.0007
8009	ROP UW Equity	Citadel Advisors LLC	0.0006
8010	ROP UW Equity	Balyasny Asset Management LP	0.0014
8011	ROP UW Equity	Sirios Capital Management LP	0.0691
8012	ROP UW Equity	Douglas Lane & Associates LLC	0.0061
8013	ROP UW Equity	LMR Partners LLP	0.0063
8014	ROP UW Equity	DE Shaw & Co LP	0.0000
8015	ROP UW Equity	Squarepoint Ops LLC	0.0013
8016	ROP UW Equity	Millennium Management LLC/NY	0.0002
8017	ROP UW Equity	Palisade Capital Management LLC	0.0053
8018	ROP UW Equity	Verition Fund Management LLC	0.0024
8019	ROP UW Equity	Greenland Capital Management LP	0.0206
8020	ROP UW Equity	Two Sigma Investments LP	0.0000
8021	ROST UW Equity	Citadel Advisors LLC	0.0044
8022	ROST UW Equity	Holocene Advisors LP	0.0089
8023	ROST UW Equity	Alkeon Capital Management LLC	0.0108
8024	ROST UW Equity	Balyasny Asset Management LP	0.0038
8025	ROST UW Equity	Millennium Management LLC/NY	0.0014
8026	ROST UW Equity	Renaissance Technologies LLC	0.0014
8027	ROST UW Equity	MARSHALL WACE	0.0000
8028	ROST UW Equity	Junto Capital Management LP	0.0230
8029	ROST UW Equity	Steadfast Capital Management LP	0.0201
8030	ROST UW Equity	Two Sigma Investments LP	0.0000
8031	ROST UW Equity	Squarepoint Ops LLC	0.0032
8032	ROST UW Equity	AQR Capital Management LLC	0.0011
8033	ROST UW Equity	Scopus Asset Management LP	0.0163
8034	ROST UW Equity	Interval Partners LP	0.0233
8035	ROST UW Equity	Schonfeld Strategic Advisors LLC	0.0039
8036	ROST UW Equity	Mane Global Capital Management LP	0.0410
8037	ROST UW Equity	Frontier Capital Management Co LLC	0.0036
8038	ROST UW Equity	DE Shaw & Co LP	0.0000
8039	ROST UW Equity	Candlestick Capital Management LP	0.0113
8040	ROST UW Equity	Cinctive Capital Management LP	0.0117
8041	RSG UN Equity	Two Sigma Investments LP	0.0000
8042	RSG UN Equity	Adage Capital Management LP	0.0000
8043	RSG UN Equity	Citadel Advisors LLC	0.0025
8044	RSG UN Equity	Chilton Investment Co LLC	0.0616
8045	RSG UN Equity	Millennium Management LLC/NY	0.0017
8046	RSG UN Equity	AQR Capital Management LLC	0.0022
8047	RSG UN Equity	Renaissance Technologies LLC	0.0013
8048	RSG UN Equity	Tocqueville Asset Management LP	0.0118
8049	RSG UN Equity	Schonfeld Strategic Advisors LLC	0.0055
8050	RSG UN Equity	Balyasny Asset Management LP	0.0014
8051	RSG UN Equity	DE Shaw & Co LP	0.0000
8052	RSG UN Equity	Engine No 1 LLC	0.1427
8053	RSG UN Equity	Arrowstreet Capital LP	0.0004
8054	RSG UN Equity	Azimut Holding SpA	0.0000
8055	RSG UN Equity	Corient Private Wealth LLC	0.0006
8056	RSG UN Equity	Azimuth Capital Investment Managem	0.0094
8057	RSG UN Equity	Scopus Asset Management LP	0.0064
8058	RSG UN Equity	ExodusPoint Capital Management LP	0.0012
8059	RSG UN Equity	Stonegate Investment Group LLC	0.0037
8060	RSG UN Equity	Woodline Partners LP	0.0011
8061	RTX UN Equity	Citadel Advisors LLC	0.0031
8062	RTX UN Equity	Holocene Advisors LP	0.0093
8063	RTX UN Equity	Corient Private Wealth LLC	0.0043
8064	RTX UN Equity	Millennium Management LLC/NY	0.0018
8065	RTX UN Equity	Woodline Partners LP	0.0120
8066	RTX UN Equity	Point72 Asset Management LP	0.0000
8067	RTX UN Equity	AQR Capital Management LLC	0.0011
8068	RTX UN Equity	Adage Capital Management LP	0.0000
8069	RTX UN Equity	DE Shaw & Co LP	0.0000
8070	RTX UN Equity	Element Capital Management LLC	0.0222
8071	RTX UN Equity	Tocqueville Asset Management LP	0.0055
8072	RTX UN Equity	Balyasny Asset Management LP	0.0008
8073	RTX UN Equity	MARSHALL WACE	0.0000
8074	RTX UN Equity	Azimut Holding SpA	0.0000
8075	RTX UN Equity	Sandler Capital Management	0.0269
8076	RTX UN Equity	QVIDTVM Management LLC	0.1212
8077	RTX UN Equity	Hudson Bay Capital Management LP	0.0020
8078	RTX UN Equity	Cohen Klingenstein LLC	0.0058
8079	RTX UN Equity	MD Sass Investors Services Inc	0.0231
8080	RTX UN Equity	Edge Capital Group LLC	0.0093
8081	RVTY UN Equity	Select Equity Group LP	0.0506
8082	RVTY UN Equity	Millennium Management LLC/NY	0.0015
8083	RVTY UN Equity	Point72 Asset Management LP	0.0000
8084	RVTY UN Equity	Echo Street Capital Management LLC	0.0091
8085	RVTY UN Equity	Citadel Advisors LLC	0.0010
8086	RVTY UN Equity	Woodline Partners LP	0.0057
8087	RVTY UN Equity	DE Shaw & Co LP	0.0000
8088	RVTY UN Equity	Holocene Advisors LP	0.0014
8089	RVTY UN Equity	Two Sigma Investments LP	0.0000
8090	RVTY UN Equity	Alyeska Investment Group LP	0.0019
8091	RVTY UN Equity	Adage Capital Management LP	0.0000
8092	RVTY UN Equity	Renaissance Technologies LLC	0.0003
8093	RVTY UN Equity	Corient Private Wealth LLC	0.0004
8094	RVTY UN Equity	Gotham Asset Management LLC	0.0031
8095	RVTY UN Equity	ExodusPoint Capital Management LP	0.0015
8096	RVTY UN Equity	Williams Jones Wealth Management L	0.0018
8097	RVTY UN Equity	TLP Associates LLC	0.0077
8098	RVTY UN Equity	Stone Run Capital LLC	0.0294
8099	RVTY UN Equity	AQR Capital Management LLC	0.0001
8100	RVTY UN Equity	Lane Generational LLC	0.0545
8101	SBAC UW Equity	Two Sigma Investments LP	0.0000
8102	SBAC UW Equity	DE Shaw & Co LP	0.0000
8103	SBAC UW Equity	Citadel Advisors LLC	0.0012
8104	SBAC UW Equity	Alyeska Investment Group LP	0.0071
8105	SBAC UW Equity	Renaissance Technologies LLC	0.0011
8106	SBAC UW Equity	Millennium Management LLC/NY	0.0006
8107	SBAC UW Equity	Voyager Global Management LP	0.0258
8108	SBAC UW Equity	Weiss Multi-Strategy Advisers LLC	0.0088
8109	SBAC UW Equity	Schonfeld Strategic Advisors LLC	0.0030
8110	SBAC UW Equity	GEM Realty Capital Inc	0.0609
8111	SBAC UW Equity	Tremblant Capital LP	0.0330
8112	SBAC UW Equity	Balyasny Asset Management LP	0.0008
8113	SBAC UW Equity	ExodusPoint Capital Management LP	0.0020
8114	SBAC UW Equity	Adage Capital Management LP	0.0000
8115	SBAC UW Equity	Cinctive Capital Management LP	0.0062
8116	SBAC UW Equity	Capital Fund Management SA	0.0023
8117	SBAC UW Equity	Conversant Capital LLC	0.0439
8118	SBAC UW Equity	Squarepoint Ops LLC	0.0007
8119	SBAC UW Equity	Fairview Capital Investment Manage	0.0078
8120	SBAC UW Equity	MARSHALL WACE	0.0000
8121	SBUX UW Equity	Bridgewater Associates LP	0.0165
8122	SBUX UW Equity	Corient Private Wealth LLC	0.0049
8123	SBUX UW Equity	Arrowstreet Capital LP	0.0023
8124	SBUX UW Equity	Squarepoint Ops LLC	0.0079
8125	SBUX UW Equity	Varenne Capital Partners SAS	0.6537
8126	SBUX UW Equity	DE Shaw & Co LP	0.0000
8127	SBUX UW Equity	Adage Capital Management LP	0.0000
8128	SBUX UW Equity	Two Sigma Investments LP	0.0000
8129	SBUX UW Equity	AQR Capital Management LLC	0.0014
8130	SBUX UW Equity	Capital Fund Management SA	0.0088
8131	SBUX UW Equity	MARSHALL WACE	0.0000
8132	SBUX UW Equity	Hudson Bay Capital Management LP	0.0043
8133	SBUX UW Equity	Schonfeld Strategic Advisors LLC	0.0034
8134	SBUX UW Equity	TwinBeech Capital LP	0.0059
8135	SBUX UW Equity	Azimuth Capital Investment Managem	0.0108
8136	SBUX UW Equity	Washington Trust Advisors Inc	0.0183
8137	SBUX UW Equity	Tudor Investment Corp	0.0031
8138	SBUX UW Equity	Eisler Capital UK Ltd	0.0209
8139	SBUX UW Equity	Azimut Holding SpA	0.0000
8140	SBUX UW Equity	Alyeska Investment Group LP	0.0010
8141	SCHW UN Equity	Two Sigma Investments LP	0.0000
8142	SCHW UN Equity	Theleme Partners LLP	0.1545
8143	SCHW UN Equity	Route One Investment Co LP	0.1007
8144	SCHW UN Equity	Millennium Management LLC/NY	0.0023
8145	SCHW UN Equity	Citadel Advisors LLC	0.0023
8146	SCHW UN Equity	Renaissance Technologies LLC	0.0026
8147	SCHW UN Equity	DE Shaw & Co LP	0.0000
8148	SCHW UN Equity	Kovitz Investment Group Partners L	0.0240
8149	SCHW UN Equity	Eminence Capital LP	0.0250
8150	SCHW UN Equity	North Peak Capital Management LLC	0.1424
8151	SCHW UN Equity	Adage Capital Management LP	0.0000
8152	SCHW UN Equity	Tocqueville Asset Management LP	0.0116
8153	SCHW UN Equity	PAR Capital Management Inc	0.0221
8154	SCHW UN Equity	Pentwater Capital Management LP	0.0079
8155	SCHW UN Equity	Corient Private Wealth LLC	0.0010
8156	SCHW UN Equity	Basswood Capital Management LLC	0.0264
8157	SCHW UN Equity	Aureus Asset Management LLC	0.0252
8158	SCHW UN Equity	Holocene Advisors LP	0.0014
8159	SCHW UN Equity	North Reef Capital Management LP	0.0240
8160	SCHW UN Equity	Park Presidio Capital LLC	0.0616
8161	SEDG UW Equity	DE Shaw & Co LP	0.0000
8162	SEDG UW Equity	Millennium Management LLC/NY	0.0009
8163	SEDG UW Equity	Point72 Asset Management LP	0.0000
8164	SEDG UW Equity	Squarepoint Ops LLC	0.0030
8165	SEDG UW Equity	Capital Fund Management SA	0.0065
8166	SEDG UW Equity	Citadel Advisors LLC	0.0005
8167	SEDG UW Equity	Cinctive Capital Management LP	0.0137
8168	SEDG UW Equity	Coatue Management LLC	0.0017
8169	SEDG UW Equity	Frontier Capital Management Co LLC	0.0029
8170	SEDG UW Equity	TwinBeech Capital LP	0.0053
8171	SEDG UW Equity	Arosa Capital Management LP	0.0666
8172	SEDG UW Equity	Joho Capital LLC	0.0459
8173	SEDG UW Equity	Fiduciary Trust International LLC	0.0138
8174	SEDG UW Equity	Corient Private Wealth LLC	0.0004
8175	SEDG UW Equity	Adage Capital Management LP	0.0000
8176	SEDG UW Equity	Cubist Systematic Strategies LLC	0.0014
8177	SEDG UW Equity	TOBAM SAS	0.0059
8178	SEDG UW Equity	Sourcerock Group LLC	0.0100
8179	SEDG UW Equity	Essex Investment Management Co LLC	0.0103
8180	SEDG UW Equity	Moore Capital Management LP	0.0018
8181	SEE UN Equity	Citadel Advisors LLC	0.0005
8182	SEE UN Equity	Renaissance Technologies LLC	0.0002
8183	SEE UN Equity	Maple Rock Capital Partners Inc	0.0195
8184	SEE UN Equity	Harvey Partners LLC	0.0188
8185	SEE UN Equity	TwinBeech Capital LP	0.0022
8186	SEE UN Equity	Tudor Investment Corp	0.0014
8187	SEE UN Equity	Holowesko Partners Ltd	0.0383
8188	SEE UN Equity	Millennium Management LLC/NY	0.0001
8189	SEE UN Equity	DE Shaw & Co LP	0.0000
8190	SEE UN Equity	Woodline Partners LP	0.0008
8191	SEE UN Equity	Adage Capital Management LP	0.0000
8192	SEE UN Equity	Gotham Asset Management LLC	0.0011
8193	SEE UN Equity	Holocene Advisors LP	0.0002
8194	SEE UN Equity	AQR Capital Management LLC	0.0001
8195	SEE UN Equity	Cohen Klingenstein LLC	0.0011
8196	SEE UN Equity	Squarepoint Ops LLC	0.0002
8197	SEE UN Equity	Two Sigma Investments LP	0.0000
8198	SEE UN Equity	Lighthouse Investment Partners LLC	0.0012
8199	SEE UN Equity	Verition Fund Management LLC	0.0002
8200	SEE UN Equity	Bridgewater Associates LP	0.0001
8201	SHW UN Equity	Viking Global Investors LP	0.0247
8202	SHW UN Equity	Citadel Advisors LLC	0.0061
8203	SHW UN Equity	Holocene Advisors LP	0.0164
8204	SHW UN Equity	Meritage Group LP	0.1041
8205	SHW UN Equity	Farallon Capital Management LLC	0.0255
8206	SHW UN Equity	DE Shaw & Co LP	0.0000
8207	SHW UN Equity	Millennium Management LLC/NY	0.0031
8208	SHW UN Equity	Chilton Investment Co LLC	0.0798
8209	SHW UN Equity	PineStone Asset Management Inc	0.0339
8210	SHW UN Equity	Two Sigma Investments LP	0.0000
8211	SHW UN Equity	Balyasny Asset Management LP	0.0061
8212	SHW UN Equity	Alkeon Capital Management LLC	0.0086
8213	SHW UN Equity	Foxhaven Asset Management LP	0.0465
8214	SHW UN Equity	Squarepoint Ops LLC	0.0070
8215	SHW UN Equity	Schonfeld Strategic Advisors LLC	0.0107
8216	SHW UN Equity	Rivulet Capital LLC	0.0525
8217	SHW UN Equity	Eminence Capital LP	0.0149
8218	SHW UN Equity	Interval Partners LP	0.0402
8219	SHW UN Equity	Renaissance Technologies LLC	0.0011
8220	SHW UN Equity	Adage Capital Management LP	0.0000
8221	SJM UN Equity	Two Sigma Investments LP	0.0000
8222	SJM UN Equity	Renaissance Technologies LLC	0.0017
8223	SJM UN Equity	AQR Capital Management LLC	0.0015
8224	SJM UN Equity	Balyasny Asset Management LP	0.0015
8225	SJM UN Equity	MARSHALL WACE	0.0000
8226	SJM UN Equity	TOBAM SAS	0.0232
8227	SJM UN Equity	Douglas Lane & Associates LLC	0.0040
8228	SJM UN Equity	Bridgewater Associates LP	0.0017
8229	SJM UN Equity	Adage Capital Management LP	0.0000
8230	SJM UN Equity	Gotham Asset Management LLC	0.0027
8231	SJM UN Equity	Squarepoint Ops LLC	0.0006
8232	SJM UN Equity	Distillate Capital Partners LLC	0.0000
8233	SJM UN Equity	Landscape Capital Management LLC	0.0138
8234	SJM UN Equity	Corient Private Wealth LLC	0.0001
8235	SJM UN Equity	Point72 Asset Management LP	0.0000
8236	SJM UN Equity	DE Shaw & Co LP	0.0000
8237	SJM UN Equity	Verition Fund Management LLC	0.0004
8238	SJM UN Equity	Mount Lucas Management LP	0.0090
8239	SJM UN Equity	Element Capital Management LLC	0.0014
8240	SJM UN Equity	Oak Thistle LLC	0.0083
8241	SLB UN Equity	Egerton Capital UK LLP	0.0434
8242	SLB UN Equity	Lingotto Investment Management LLP	0.0877
8243	SLB UN Equity	Discerene Group LP	0.1415
8244	SLB UN Equity	Platinum Asset Management	0.0000
8245	SLB UN Equity	Steadfast Capital Management LP	0.0251
8246	SLB UN Equity	Merewether Investment Management L	0.0641
8247	SLB UN Equity	Alua Capital Management LP	0.0604
8248	SLB UN Equity	Two Sigma Investments LP	0.0000
8249	SLB UN Equity	Sourcerock Group LLC	0.0700
8250	SLB UN Equity	Holocene Advisors LP	0.0022
8251	SLB UN Equity	Kadensa Capital Ltd	0.0820
8252	SLB UN Equity	DE Shaw & Co LP	0.0000
8253	SLB UN Equity	Adage Capital Management LP	0.0000
8254	SLB UN Equity	Alyeska Investment Group LP	0.0032
8255	SLB UN Equity	Valiant Capital Management LP	0.0486
8256	SLB UN Equity	Douglas Lane & Associates LLC	0.0063
8257	SLB UN Equity	Corient Private Wealth LLC	0.0007
8258	SLB UN Equity	Bridgewater Associates LP	0.0019
8259	SLB UN Equity	TwinBeech Capital LP	0.0056
8260	SLB UN Equity	Akaris Global Partners LP	0.0710
8261	SNA UN Equity	AQR Capital Management LLC	0.0028
8262	SNA UN Equity	Balyasny Asset Management LP	0.0017
8263	SNA UN Equity	Renaissance Technologies LLC	0.0008
8264	SNA UN Equity	DE Shaw & Co LP	0.0000
8265	SNA UN Equity	Arrowstreet Capital LP	0.0004
8266	SNA UN Equity	Millennium Management LLC/NY	0.0003
8267	SNA UN Equity	Cubist Systematic Strategies LLC	0.0021
8268	SNA UN Equity	MARSHALL WACE	0.0000
